全国地方公共団体コード,法人番号,ID,地方公共団体名,名称,名称_カナ,名称_英語,POIコード,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,画像,画像_ライセンス,URL,備考,
170003,,JJ0000000512,石川県,砂取節民謡碑,スナトリブシミンヨウヒ,sunatoribushiminyohi,,172057,,石川県珠洲市馬緤町 自然休養村管理センター前庭,石川県,珠洲市,馬緤町 自然休養村管理センター前庭,,,37.508542,137.21664,,,,,,,,,砂取節が県指定文化財に指定されたのを記念して、1966（昭和41）年に建立されました。,,"のと里山海道のと里山空港ICから珠洲道路経由約60分,金沢駅東口から珠洲特急バスで「すずなり館前」下車。「すずなり館前」から木の浦線の狼煙・木の浦方面行きバスに乗車し、「馬緤」下車、徒歩約5分",10台（自然休養村管理センター駐車場）,,,,,,,,,,,,,,,,,,珠洲市観光交流課   ,0768-82-7776,,,,,,,,,,
170003,,JJ0000000513,石川県,住吉神社,スミヨシジンジャ,sumiyoshijinja,,172049,,石川県輪島市鳳至町鳳至丁1,石川県,輪島市,鳳至町鳳至丁,1,,37.397851,136.897486,,,,,,,,,"本殿は市指定文化財で、社宝に住吉文庫が2,000点あります。4/4・5春祭（曳山祭）　8/24・25夏祭（神輿、切籠、松明神事）",,"・金沢駅より約1時間55分（のと里山海道のと里山空港IC経由）・のと里山空港ICから約30分,・金沢駅から輪島特急バス乗車約2時間30分「輪島駅前」下車（乗り換え）→「輪島駅前」からのらんけバス(漆コース)乗車「鳳至下町」下車",約10台,,,,,,,,,,,,,,,,,,,0768-22-0656,,,,,,,,,,
170003,,JJ0000000514,石川県,布市神社,ヌノイチジンジャ,nunoichijinja,,172120,,石川県野々市市本町二丁目地内,石川県,野々市市,本町二丁目地内,,,36.5319495,136.6183213,,,,常時公開,,,無料,,加賀の有力武士の富樫氏の守護神を祀っています。推定樹齢500 年の大イチョウや、弁慶が投げ飛ばしたと伝わる力石が見ものです。,,"JR金沢駅より車で20分北陸自動車道白山ICより車で15分 ,",なし,,,,,,,,,,,,,,,,,,,076-248-1610,,,,,,,,https://www.city.nonoichi.lg.jp/soshiki/9/2619.html,,
170003,,JJ0000000515,石川県,諏訪宮　莵橋神社,スワグウ　ウハシジンジャ,suwagu　uhashijinja,,172031,,石川県小松市浜田町イ233,石川県,小松市,浜田町イ,233,,36.406508,136.445658,,,,祈願　9:00～17:00（時間外にも対応します）授与　9:00～18:00（おふだ・おまもり・御朱印ほか、諏訪会館にて）,,,無料,,　加賀の国の古社です。創建1300年の延喜式内社で、「おすわさん」と呼ばれ親しまれています。　春季例大祭は「お旅まつり」で、北陸三大祭りの一つに数えられるにぎわいです。　そのお旅まつりで奉納される曳山子供歌舞伎は秩父、長浜と並んで全国三大子供歌舞伎として有名です。　秋季例大祭は西瓜まつりと呼ばれ、水火の神事、盤持ち神事、奉納子供相撲などが行われます。　俳聖・松尾芭蕉は奥の細道の旅程でこの秋季例大祭に参詣し句を残しており、境内に芭蕉の句碑が建っています。　また、境内のご神木・昇龍の松は神徳がいただけると人気を集めています。,,"・北陸自動車道小松ICから車で約5分。・小松空港から車で約5分。,・JR小松駅 から徒歩約7分・JR小松駅より路線バス空港連絡線または安宅線　乗車→「浜田町」下車　すぐ前",70台（無料）,,,,,,,,,,,,,,,,,,社務所,0761-22-0626,,,,,,,,http://www.osuwasan.com/,,
170003,,JJ0000000516,石川県,成巽閣（国指定重要文化財）,セイソンカク,seisonkaku,,172014,,石川県金沢市兼六町1-2,石川県,金沢市,兼六町,1-2,,36.561134,136.663119,,,,9時00分～17時00分（入館は16時30分まで）,,,"通常入館料：大人700円、中・高校生300円、小学生250円※春の雛人形展の時期は特別展となります（大人1,000円、中高生400円、小学生300円）",,加賀百万石の栄華を感じることができる成巽閣は13代藩主・前田斉泰が母・眞龍院のため、1863年兼六園に建てた隠居所です。「謁見の間」花鳥の欄間や「松の間」小鳥の絵が描かれたオランダ渡りのギヤマンなど、小鳥や花が多くあしらわれており、建物内は女性らしく雅な雰囲気が漂います。北陸新幹線「かがやき」のグリーン車に使われている色のモチーフとなった「群青の間」、前田家にのみ許された高貴の色は必見です！寄棟造りの2階建ての建造物で、階下は書院造り、階上は数寄屋風書院造りという2つの様式を取り入れており、国の重要文化財となっています。奥方も眺められたであろう雅な庭園は国の名勝に指定されています。「つくしの縁」に腰掛けぼんやりと庭を眺めながら優雅な時間を過ごしてみてはいかがですか。「所蔵品展示室」では前田家に受け継がれた雛人形をはじめ、華麗な紋様、刺繍、意匠が施された奥方たちの衣裳や調度品を見ることができます。母への心配りを感じられる華やかで美しい奥方御殿をぜひご覧ください。海鼠塀が続く正面入り口がありますが、兼六園からは「赤門」から入ることができます。,,"北陸自動車道金沢森本ICから山側環状経由約15分北陸自動車道金沢西ICから約25分北陸自動車道金沢東ICから約25分,JR金沢駅より北鉄バスで出羽町（金沢医療センター前）バス停から徒歩3分",7台,,,,,,,,,,,,,,,,,,,076-221-0580,,,,,,,,http://www.seisonkaku.com,,
170003,,JJ0000000517,石川県,世界一長いベンチ,セカイイチナガイベンチ,sekaiichinagaibenchi,,173843,,石川県羽咋郡志賀町富来領家町,石川県,志賀町,石川県羽咋郡志賀町富来領家町,,,37.13991069,136.7244107,,,,,,,,,増穂浦海岸にある、全長460.9メートルのベンチ。1989（平成元）年、世界一長いベンチとして、ギネスブックに掲載されました。ベンチ付近は「サンセットヒルイン増穂」と呼ばれる夕日の名所です。「日本海に沈む夕日を見てほしい」という地元住民の思いを受けて、1987（昭和62）年に延べ830人のボランティアの手で作られました。このベンチは丘の上にあり、誰もいない浜辺で日本海に沈む大きな夕日を独り占めできる感覚に浸れます。,,"のと里山街道「西山IC」から車で約30分,富来バス停より徒歩10分",あり,,,,,,,,,,,,,,,,,,一般社団法人 志賀町観光協会,0767-42-0355,,,,,,,,https://shika-guide.jp/spot/203/,,
170003,,JJ0000000518,石川県,石動山テント村,セキドウサンテントムラ,sekidosantentomura,,174076,,石川県鹿島郡中能登町石動山コロサ口-1,石川県,中能登町,石川県鹿島郡中能登町石動山コロサ口-,1,,36.9655304,136.9711058,,,,開村期間4月から10月まで,,,,,　国指定史跡の石動山と能登歴史公園に隣接しており、復興した大宮坊や旧観坊などの史跡めぐりや、能登最大のブナ原生林の散策が楽しめます。　また、春は桜、秋はモミジなど、一年を通して彩り豊かな場所です。オートキャンプや小屋泊りをはじめ、野菜作り、花の栽培などの農業体験も楽しめます。　車で3分とほど近い多根湖では、カヌーやバス釣りができます。北アルプスの眺望は最高です。,,"のと里山海道柳田ICから約40分,",,,,,,,,,,,,,,,,,,,石動山テント村・田中,080-6351-1762,,,,,,,,,,
170003,,JJ0000000519,石川県,石動山,セキドウザン,sekidozan,,174076,,石川県鹿島郡中能登町石動山,石川県,中能登町,石川県鹿島郡中能登町石動山,,,36.9655304,136.9711058,,,,,,,,,古くから山岳信仰の地としてあがめられ、多くの僧たちが修行をしていた石道山。現在は国指定史跡となり、こけむした礎や石垣が往時をしのばせます。山頂には、「伊須流岐比古神社」と、「天平寺跡」があり、貴重な史跡として知られています。能登の修験道の中心として最盛期には約360の坊があったとされる石道山は南北朝時代や戦国時代に戦場となるたびに再建をしましたが、明治時代に廃絶してしましました。現存する建物は「旧観坊」のみです。しかし、最も権威と格式を誇る「大宮坊」が復元され、「書院台所棟」「番所」「厠」「御成門」「台所門」「板塀」「勅使橋」、「本堂跡」「証誠殿」「庭園跡」なども見ることができます。標高565メートルの山には自然散策のコースがあり、トレッキングや野草を楽しむことができます。石動山には能登最大の天然のブナ林があり、「みどりのダム」と呼ばれています。秋には色とりどりに染まり、美しい光景が見られます。「石動山資料館」では、石動山の歴史と文化について学ぶことができます。オートキャンプや小屋泊りをはじめ農業体験も楽しめる「石動山テント村 」も近くにあります。,,"JR良川駅から車で約30分,",,,,,,,,,,,,,,,,,,,石動山資料館,0767-76-0408,,,,,,,,,,
170003,,JJ0000000520,石川県,石動山資料館,セキドウザンシリョウカン,sekidozanshiryokan,,174076,,石川県鹿島郡中能登町石動山ラ部1番地2,石川県,中能登町,石川県鹿島郡中能登町石動山ラ部,1番地2,,36.96192,136.974533,,,,午前9時から午後5時まで（入館は、午後4時30分まで）,,,,,　明治の瓦解以来、百数十年以上にわたり、山内を中心に守り伝えられてきた仏像・仏具・絵図・古文書などの歴史資料およそ70点が展示されており、また、野外の史跡と一体となった石動山の歴史を学べる施設となっています。,,"JR能登二宮駅から約25分,",あり,,,,,,,,,,,,,,,,,,,0767-76-0408,,,,,,,,https://www.town.nakanoto.ishikawa.jp/tourist_navi/kanko_spot/3432.html,,
170003,,JJ0000000521,石川県,里山健康学校　せせらぎの郷,サトヤマケンコウガッコウ　セセラギノサト,satoyamakenkogakko　seseraginosato,,172031,,石川県小松市瀬領町丁1-1,石川県,小松市,瀬領町丁,1-1,,36.332102,136.485117,,,,10時～20時30分（受付は20時まで）《ビュッフェ・こまつせせらぎ》平　日：10時～16時（ランチタイム11時30分～14時）土日祝：10時～16時（ランチタイム11時～14時30分）,,,"【ビュッフェ・こまつせせらぎ】ランチ：中学生以上1,500円　小学生900円　小学生未満500円　プラチナ(65歳以上)1,350円【バーベキュー場】1卓(4時間以内)2,600円 ※要予約",,「里山健康学校せせらぎの郷」は、里山地域の自然や人・食材など地域資源を活用し、皆様の健康増進とふれあいを高めるため、食育レストランや温泉入浴、人工芝グラウンドではスポーツや運動による健康増進、館内では趣味や体験による学びをテーマとした多彩なカリキュラムにより、仲間づくりと生き生きとしたライフステージが楽しめる施設です。,,"・JR小松駅から車で20分・北陸自動車道小松ICより車で30分,・JR小松駅より路線バス大杉線　乗車→「せせらぎの郷」下車",70台,,,,,,,,,,,,,,,,,,レストラン「ビュッフェこまつせせらぎ」TEL 0761-46-1988,0761-46-1919,,,,,,,,https://www.k-seseragi.com/outline,,
170003,,JJ0000000522,石川県,せっぷんとんねる,セップントンネル,seppuntonneru,,172049,,石川県輪島市町野町曽々木,石川県,輪島市,町野町曽々木,,,37.46288513,137.0815201,,,,,,,,,町野町曽々木にある洞窟「福が穴」の横にあるトンネルです。国道249号線「新八世乃洞門トンネル」の入り口付近に駐車場があります。映画「忘却の花びら」で、主人公のキスシーンがあり、この名がつきました。出口側からトンネルをのぞくとハートマークが光り、記念撮影スポットとなっています。このトンネルを2人で通れば恋が成就すると言われています。,,"・輪島市街から国道249号線北上曽々木方面へ約25分,",新八世乃洞門トンネル前に駐車場あり（数台駐車可）,,,,,,,,,,,,,,,,,,曽々木観光協会(またはふるさと体験実習館0768-32-1331),0768-32-0408,,,,,,,,http://noto-sosogi.com/,,
170003,,JJ0000000523,石川県,セミナーハウス「山びこ」,セミナーハウス「ヤマビコ」,seminahausu「yamabiko」,,174637,,石川県鳳珠郡能登町黒川33-61,石川県,能登町,石川県鳳珠郡能登町黒川,33-61,,37.365894,137.04277,,,,チェックイン　16時00分～チェックアウト　10時00分,,,"宿泊・体験内容により様々なプランがあります。詳しくはセミナーハウス山びこのホームページをご覧ください。宿泊　1泊2食付7,170円～素泊まり　大人3,780円～休憩（10時00分～16時00分）大人840円、高校生525円、小中学生315円　（クレジットカード使用不可）",,能登町黒川にある温泉宿泊施設です。黒川温泉を引いており、肌がスベスベになると評判です。各種体験も豊富で、特にそば打ち体験は、そば打ち名人が懇切ていねいに指導します。打ったそばはその場で食べられます。レストランもあり、セミナーハウス山びこさんの「能登丼」があります。（能登丼は要予約）,,"能登里山海道を能登空港インター交差点を珠洲道路方面・能登空港方面へ直進。しばらくしてトンネル２本を通過後のすぐの交差点を左折、直進すると道の駅桜峠になります。道なりに10分ほどで黒川地内の交差点（やまびこの看板アリ）を右折すると到着,金沢駅から宇出津駅前まで特急バスで行き、路線バスに乗り換え柳田で兜地行へさらに乗り換え、黒川で下車",15台 専用駐車場あり,,,,,,,,,,,,,,,,,,,0768-76-1611,,,,,,,,http://noto-yamabiko.jp/,,
170003,,JJ0000000524,石川県,千畳敷ポケットパーク,センジョウジキポケットパーク,senjojikipokettopaku,,174637,,石川県鳳珠郡能登町字小浦,石川県,能登町,石川県鳳珠郡能登町字小浦,,,37.298842,137.196096,,,,,,,,,　海岸近くに畳が敷き詰められたような形の岩があり、能登の海岸ではあちこちでよく見られます。千畳敷ポケットパークから見えるものは規模が大きく、その風景が一望できます。引き潮時には、海面から千畳敷の岩肌が現れます。美しい夕日が見れるスポットとしても人気です。,,"のと里山海道能登空港ICより車で約35分,",10台分あり			,,,,,,,,,,,,,,,,,,能登町ふるさと振興課,0768-62-8526,,,,,,,,,,
170003,,JJ0000000525,石川県,千体地蔵,センタイジゾウ,sentaijizo,,172049,,石川県輪島市町野町曽々木,石川県,輪島市,町野町曽々木,,,37.459379,137.083043,,,,,,,,,岩倉山の中腹に見られる奇岩。岩倉山遊歩道の登り口から徒歩で約20分、海からの風で風化・浸食された岩肌が多くのお地蔵さまに見えることからこの名がついた。まさに自然の造形の妙といえ、千体地蔵の展望台からは曽々木海岸を一望できる。,,"・金沢駅から岩倉寺まで約2時間10分（のと里山海道「のと里山空港IC」経由）→岩倉寺から岩倉山遊歩道で徒歩20分,・金沢駅から輪島特急バスで約2時間30分　輪島駅前下車（乗り換え）→輪島駅前から町野線乗車約35分　曽々木口下車→曽々木口から岩倉山遊歩道経由で徒歩40分",ふるさと体験実習館にあり　50台,,,,,,,,,,,,,,,,,,曽々木観光協会(またはふるさと体験実習館0768-32-1331),0768-32-0408,,,,,,,,http://noto-sosogi.com/,,
170003,,JJ0000000526,石川県,湯涌温泉元湯 銭がめ,ユワクオンセンモトユ ゼニガメ,yuwakuonsemmotoyu zenigame,,172014,,石川県金沢市板ヶ谷町イ-50,石川県,金沢市,板ヶ谷町イ-,50,,36.485935,136.773588,,,,,,,,,金沢・湯涌温泉からさらに奥にある一軒宿です。前田家の藩主が鷹狩りの休憩所として使っていたといわれる。山と川に囲まれた元庄屋屋敷です。加水加温いっさいなし、源泉かけ流しの温泉で、いろりを囲んでゆったりとおくつろぎください。,,"北陸自動車道金沢森本ICから山側環状経由約30分(約21Km)JR金沢駅から約30分,金沢駅東口から湯涌温泉行バスに乗車、湯涌温泉バス停下車徒歩30分（宿泊の方はお迎えに上がります）",有り,,,,,,,,,,,,,,,,,,,076-235-1426,,,,,,,,http://zenigame.com/,,
170003,,JJ0000000527,石川県,（株）錢福屋,ゼニフクヤ,zenifukuya,,172103,,石川県白山市倉部町200番地,石川県,白山市,倉部町,200番地,,36.557229,136.552781,,,,,,,,,北陸の名産・珍味を製造加工販売している。一番人気の「金沢カレーいかまんま」は、能登のするめと加賀のこしひかりを使ったカレー味のいかめし。ネット販売も好評。,,",",3台,,,,,,,,,,,,,,,,,,,076-275-5931,,,,,,,,http://www.zenifukuya.com/,,
170003,,JJ0000000528,石川県,銭屋五兵衛句碑,ゼニヤゴヘイクヒ,zeniyagoheikuhi,,173657,,石川県河北郡内灘町宮坂に455,石川県,内灘町,石川県河北郡内灘町宮坂に,455,,36.662842,136.653011,,,,,,,,,銭屋五兵衛の詠んだ句が刻まれた石碑です。銭屋五兵衛は、安永３年（１７７３）に加賀国宮腰（現在の金沢市金石）に生まれました。江戸時代末期、北前船船主として本格的に海運業に乗り出し、“海の豪商”“海の百万石”と称されました。藩の財政に尽くし河北潟の埋立に着手しましたが、死魚中毒事件により無実の罪で投獄され、獄中で８０歳の生涯を終えました。,,",北鉄浅野川線内灘駅→なだバスナディ南部ルート（約２２分）→福祉センター下車すぐ",有り,,,,,,,,,,,,,,,,,,内灘町　文化スポーツ課,076-286-6716,,,,,,,,,,
170003,,JJ0000000529,石川県,全性寺,ゼンショウジ,zenshoji,,172014,,石川県金沢市東山2-18-10,石川県,金沢市,東山,2-18-10,,36.576456,136.66909,,,,,,,境内の拝観無料　※建物内、墓地は許可が必要,,　日蓮宗であり、当初は越中放生津（現富山県新湊市）にありましたが、1786（天明6）年現在地に移りました。不動明王は加賀藩十代藩主重教の守本尊で、重教が世嗣となった折に生母実成院が預けたものです。能楽師諸橋権之進などの墓があります。,,"北陸自動車道金沢東ICから約15分(約5Km),金沢駅東口から鳴和方面行路線バスに乗車し森山バス停下車、徒歩2分",東山観光駐車場、東山北観光駐車場、東山河畔観光駐車場が有り,,,,,,,,,,,,,,,,,,,076-252-8404,,,,,,,,https://zenshoji-k.jimdo.com/,,
170003,,JJ0000000530,石川県,善正寺の菊桜,ゼンショウジノキクザクラ,zenshojinokikuzakura,,173860,,石川県羽咋郡宝達志水町所司原テ30-１,石川県,宝達志水町,石川県羽咋郡宝達志水町所司原テ,30-１,,36.837763,136.850465,,,,24時間,,,無料,,　善正寺の「ゼンショウジキクザクラ(県指定天然記念物)」は、ヤマザクラが菊咲きになった珍しい品種で、県内の菊咲き系の中では最大規模を誇ります。樹齢500年と推定されており、一輪の花びらは多いもので250枚、満開時には直径約2センチの球状になります。ゴールデンウィークあたりが見ごろです。,,",",あり,,,,,,,,,,,,,,,,,,善正寺,0767-29-2610,,,,,,,,https://www.hodatsushimizu.jp/kanko/kanko/3/sakura_spot/4224.html,,
170003,,JJ0000000531,石川県,宗桂会館,ソウケイカイカン,sokeikaikan,,172014,,石川県金沢市北陽台3-1〈日機装（株）敷地内〉,石川県,金沢市,北陽台,3-1〈日機装（株）敷地内〉,,36.600456,136.703738,,,,10時00分～16時00分（入館受付は15時30分まで）,,,無料,,　金沢の伝統工芸である加賀象嵌（ぞうがん）。その名工である山川孝次の作品を中心に鎧（よろい）、刀装具、花器などを展示し、加賀象嵌の制作工程を紹介しています。　また、敷地内にある日機装(株)製品の展示もあります。,,"北陸自動車道金沢森本ICから国道304号線経由約3分(約1.5Km)JR森本駅から車で約10分(約4Km),IR森本駅から西日本JRバスで福光・田の島・中尾方面行バスに乗車、堅田町又は鶴宮バス停下車、徒歩約25分",3台※近くに大型バスも駐車できるスペース有り（乗用車60台駐車スペース有り）,,,,,,,,,,,,,,,,,,宗桂会事務所,076-257-4277,,,,,,,,http://www.soukeikai.or.jp/,,
170003,,JJ0000000532,石川県,宗玄酒造,ソウゲンシュゾウ,sogenshuzo,,172057,,石川県珠洲市宝立町宗玄24-22,石川県,珠洲市,宝立町宗玄,24-22,,37.37496403,137.237026,,,,8時00分～17時00分,,,,,江戸時代の中頃明和5（1768）年創業。日本を代表する4大杜氏のひとつである、能登杜氏発祥の地として、限りなく水・原材料にこだわり続けている酒造です。創業者の宗玄忠五郎は美酒造りに志、清酒発祥の地伊丹で秘伝を習得。宗玄に帰り自ら酒蔵に入り蔵人とともに会得、純良な清酒を醸造「宗玄剣山」と命名したのが始まりです。名人と呼ばれる能登杜氏を中心に、永い歴史の中で最高の技術と知識、職人のを兼ね備えてきました。宗玄の杜氏・坂口幸夫は、この能登杜氏のふるさと珠洲の地にこだわり、「昔ながらの酒造りに学びながらも決して真似ることのない」自分自身の新たな酒造りを誇っています。明和蔵を守りながら新たな平成蔵にこだわり宗玄酒はいつの時代も昔ながらにして昔のままにあらずいまその流儀を言うならば能登宗玄流宗玄酒は奥能登びとの、その人柄から生まれた地酒です。,,"北陸自動車道金沢森本ICからのと里山海道経由約120分(約130Km),金沢駅東口から珠洲宇出津特急バスに乗車し、「本鵜島」下車、宇出津駅前方面行バスに乗り換え「宗玄」で下車、徒歩約2分",5台,,,,,,,,,,,,,,,,,,,0768-84-1314,,,,,,,,,,
170003,,JJ0000000533,石川県,曹源寺,ソウゲンジ,sogenji,,172057,,石川県珠洲市長橋町29-44,石川県,珠洲市,長橋町,29-44,,37.49874843,137.1539388,,,,,,,,,　珠洲市長橋にある曹洞宗の寺院です。本尊は釈迦如来、羽咋市・永光寺の末寺で、永光寺の明峰素哲の高弟（こうてい）だった松岸旨渕が、1350年代に開山したと伝えられています。平安時代末期、若山荘の領家日野家とゆかりがあり、「日野の阿弥陀」と称される木造阿弥陀三尊像（県文化財）を所蔵しています。,,"北陸自動車道金沢森本ICからのと里山海道経由約130分(約140m),金沢駅東口から珠洲方面行特急バスに乗車し、「すずなり館前」下車、「すずなり館前」で大谷線の町野行きバスに乗り換え「長橋」下車、徒歩約10分",5台（無料）			,,,,,,,,,,,,,,,,,,珠洲市教育委員会　文化財室,0768-82-6200,,,,,,,,,,
170003,,JJ0000000534,石川県,曽々木海岸,ソソギカイガン,sosogikaigan,,172049,,石川県輪島市町野町曽々木,石川県,輪島市,町野町曽々木,,,37.45864,137.0743712,,,,,,,,,輪島市街地から北東に17km、珠洲市との境近くにある垂水の滝から町野川の河口までの2kmの海岸線を指します。海と岩が織りなす自然美と豪快な断崖風景で知られ、国の名勝および天然記念物に指定されています。特に断崖は、硬い流紋岩が波による侵食で複雑な模様や奇岩をつくり出しています。水門崖（すいもんへき）や福が穴、尋岐（ひろき）の険などの奇岩が見どころです。曽々木海岸のシンボルともいえるのが窓岩。岩石は中新世（1500万年ほど前）の流紋岩です。また、厳冬期には、ふんわりとした白い綿状の「波の花」が海面を覆います。落差35メートル垂水の滝は、一年中枯れることなく荒磯へ流れ落ち、押し寄せる潮流に飛び散ります。,,"・金沢駅からのと里山海道「のと里山空港IC」経由約2時間10分・のと里山空港ICから約40分,・金沢駅から輪島特急バス乗車2時間30分「輪島駅前」下車(乗り換え)→「輪島駅前」から路線バス(町野線)乗車「曽々木口」下車",,,,,,,,,,,,,,,,,,,曽々木観光協会(またはふるさと体験実習館0768-32-1331),0768-32-0408,,,,,,,,http://wajimanavi.jp/,,
170003,,JJ0000000535,石川県,曽々木観光協会(ふるさと体験実習館),ソソギカンコウキョウカイ,sosogikankokyokai,,172049,,石川県輪島市町野町曽々木サ部45-1,石川県,輪島市,町野町曽々木サ部,45-1,,37.454531,137.073218,,,,9:00～17:00,,,,,曽々木地区の観光・宿泊案内をしています。曽々木地区には通れば恋を叶えると伝わる「せっぷんとんねる」をはじめ、幸せが舞い降りると言われる「福が穴」「岩窟不動」、子宝を恵むとされる「千体地蔵」、千手観音を奉る「岩倉寺」などパワースポットが多く存在します。　,,"・金沢駅からのと里山海道経由約2時間10分（「のと里山空港IC」下車）・のと里山空港ICから約40分,・金沢駅から輪島特急バス乗車2時間30分「輪島駅前」下車（乗り換え）→「輪島駅前」から路線バス(町野線)乗車「曽々木口」下車、徒歩3分",あり,,,,,,,,,,,,,,,,,,曽々木観光協会(またはふるさと体験実習館0768-32-1331),0768-32-0408,,,,,,,,http://noto-sosogi.com/index.html,,
170003,,JJ0000000536,石川県,袖ヶ浜キャンプ場(GW・夏季のみ),ソデガハマキャンプジョウ,sodegahamakyampujo,,172049,,石川県輪島市鳳至町袖ヶ浜,石川県,輪島市,鳳至町袖ヶ浜,,,37.403011,136.896104,,,,2022年7月16日(土)～8月14日(日)キャンプ場　8時30分～17時00分(受付時間)※受付時間外に来られた方は翌日に支払いをお願いいたします。,,,"［海水浴場］冷水シャワー無料、温水シャワー3分100円、コインロッカー1回100円 ［キャンプ場］（休憩）　一般 520円・小中学生320円（税込）（宿泊）　一般1,050円・小中学生520円 （税込）（駐車使用料）500円",,開設期間は【GW】と【夏期】になります。2021年は4/29(木祝)～5/5(水)と7/17(土)～8/21(土)に開設されました(参考)。開設期間外は閉鎖中のためご利用できません。ご了承ください。事前予約は不要で空いているサイトをご利用いただけます。開設期間中は管理人が8:30～17:00の時間帯に常駐しております。袖ヶ浜に隣接して、白くて奇妙な岩が連なる鴨ヶ浦があります。また近くに竜ヶ崎灯台が建っており、朝日と夕日が同じ場所で見られる絶景のポイントです。◆施設概要・キャンプ場:サイト数約100張・袖ヶ浜海水浴場:脱衣場、冷水シャワー、温水シャワー、コインロッカー、浜茶屋2軒あり,,"金沢駅からのと里山海道経由約2時間(「のと里山空港IC」下車),金沢駅から輪島特急バス乗車2時間30分「輪島駅前」下車「輪島駅前」からのらんけバス(海コース)に乗車「袖ヶ浜海水浴場」下車",キャンプ場・海水浴場供用　36台（無料）ただしキャンプ場営業時間は有料（1台500円）,,,,,,,,,,,,,,,,,,輪島市観光課,0768-23-1146,,,,,,,,https://wajimanavi.jp/archives/956,,
170003,,JJ0000000537,石川県,そば工房 権兵衛,ソバコウボウ ゴンベエ,sobakobo gombe,,172065,,石川県加賀市山中温泉杉水町ハ33,石川県,加賀市,山中温泉杉水町ハ,33,,36.215166,136.445417,,,,11時00分～16時00分,,,"そば打ち体験　1こね　2,500円◆おろしそば　750円◆ざるそば　850円◆いわな塩焼き　700円◆山菜料理各種　350円□連絡先□日中　0761-78-1853（工房）お急ぎの方　090-2834-6388（携帯）",,　山奥の田舎の生家を店舗としています。 いろりのある民家で手打ちそば、山菜料理、岩魚塩焼きなどがゆっくり楽しめます。そば打ちの体験もできます。　そのほか、一棟丸ごと貸し切りで蔵を移築した宿泊施設「蔵やど　与平」や、自然体験を行っている「いちの谷」もあります。いちの谷では、毎月テーマを変えていろいろな体験会やワークショップなどを行っています。　2011（平成23）年11月に「重要伝統的建造物群保存地区」に選定された「赤瓦と煙出しの里」です,,"JR加賀温泉駅から車で約50分山中温泉から県民の森方面へ車で約30分,",,,,,,,,,,,,,,,,,,,そば工房権兵衛,0761-78-1853,,,,,,,,,,
170003,,JJ0000000538,石川県,そば禅,ソバゼン,sobazen,,172049,,石川県輪島市門前町道下わの1,石川県,輪島市,門前町道下わの,1,,37.290272,136.752359,,,,11:00～15:00,,,,,"能登半島の大自然の中で育まれたそば粉を使用し、山に自生するジネンジョをふんだんに使った風味豊かなそば（門前そば）を提供している。そば打ち体験はひと打ち4人前3,000円、3日前までに要予約。※令和5年3月13日より当分の間休業休業の間「門前そば」は「能登・門前ファミリーインビュー・サンセット」にて提供しております。",,"・金沢からのと里山海道「穴水IC」経由で約2時間・穴水ICから約25分,・金沢駅から輪島特急バスに乗車約2時間30分「輪島駅前」下車(乗り換え)「輪島駅前」から路線バス(輪島線)乗車「輪島総持寺前」下車「輪島総持寺前」から愛のりバス(久川コース)乗車「勝田口」※愛のりバスは本数が少ないためご注意ください。",40台,,,,,,,,,,,,,,,,,,,0768-42-2950,,,,,,,,,,
170003,,JJ0000000539,石川県,平家庭園,タイラケテイエン,tairaketeien,,173843,,石川県羽咋郡志賀町町30-63,石川県,志賀町,石川県羽咋郡志賀町町,30-63,,37.0077608,136.7595506,,,,8時00分～17時00分,,,大人500円、高校生300円、小中学生250円抹茶菓子付300円団体の場合は、電話で問い合わせてください。（30名以上で1人あたり50円引き）,,平家は、徳川幕府の天領地十三カ村を支配した大庄屋です。能登の守護、畠山氏の家臣である平式部太夫の子孫と言われ、総面積が6000坪にも及ぶ広大な屋敷を有しています。その中にある庭園は、石川県の指定文化財となっており、江戸時代中期に作られたと言われています。室町時代や江戸時代も様式を伝える名園であり、のどかな屋敷周辺の雰囲気や四季それぞれの風情に浸りながら、古き時代を偲ぶことができます。,,"のと里山海道「西山IC」から約15分,",あり,,,,,,,,,,,,,,,,,,,0767-32-1404,,,,,,,,,,
